Cite Key,Title,Authors,Year,Publication Date,Journal,Abstract,Citation Count,Citations/Year,DOI,URL
Zhu25,Targeting glial dysfunction in Alzheimer’s disease: insights into pathogenesis and emerging therapeutics,Qing Zhu; Yu Song; Yuanyuan Qian; Ru Zhang; Jianhuang Xue; Yujun Hou,2025,2025-09-12,Ageing and Neurodegenerative Diseases,"Alzheimer’s disease (AD) is a progressive neurodegenerative disorder characterized by cognitive decline, amyloid-β (Aβ) plaques, and neurofibrillary tangles. Despite extensive research, its pathogenesis remains incompletely understood and no disease-modifying therapies are currently available. While early studies focused on neuronal dysfunction, growing evidence implicates glial cells - including microglia, astrocytes, and oligodendrocytes - in driving AD pathogenesis. Microglia initially clear Aβ and cellular debris; however, chronic activation triggers the release of proinflammatory cytokines that worsen Aβ and tau pathology and induce neurotoxic astrocytes. Reactive astrocytes compromise blood-brain barrier integrity, secrete inflammatory mediators, and impair synaptic transmission. Oligodendrocytes and their progenitors, beyond their role in myelination, can adopt disease-associated states that alter metabolic support and immune signaling, yielding both protective and detrimental effects. Recent multi-omics studies have identified critical regulatory pathways, including NF-κB, the NLRP3 inflammasome, and the cGAS-STING axis, that govern glial phenotype transitions. Therapeutic strategies targeting these pathways, such as small-molecule inhibitors, immunomodulators, and NAD+ precursors, have shown promise in preclinical AD models by reducing neuroinflammation, restoring glial homeostasis, and improving cognition. In this review, we summarize glial cell functions in health and disease, dissect molecular mechanisms of glial dysfunction in AD, and evaluate emerging glia-directed therapies. Finally, we discuss translational challenges and outline future directions for leveraging glial biology in the development of effective AD therapies.",2,2.5,10.20517/and.2025.25,https://doi.org/10.20517/and.2025.25
Liu25,Ceria-nanocluster based therapy for Alzheimer's disease through the modulation of activated microglia and attenuation of amyloid-β deposition.,Hai‐jun Liu; Mingming Wang; Yuzhen Wang; Shanshan Shi; Xiangxiang Hu; Dong-Bo Zhang; Daping Fan; Jacobo E. Mintzer; Peisheng Xu,2025,2025-08-01,Cell biomaterials,"Despite extensive efforts dedicated to developing therapies for Alzheimer's disease (AD), we still lack effective approaches capable of curing or halting its progression. Mounting evidence highlights the critical roles of dysfunctional microglia, which promote the abnormal accumulation of harmful protein deposits and initiate aggressive neuroinflammation, contributing to both the onset and advancement of AD. Hereby, we develop a brain-targeted ceria nanoparticle (T-CeNP) that exhibits both superoxide dismutase and catalase mimicking activities, for AD therapy. The functionalization of advanced glycation endproducts (RAGE) targeting peptide facilitates the blood-brain barrier (BBB) penetration of T-CeNP, prevents the formation of Aβ fibrils, and boosts Aβ degradation by microglia. By integrating the multifunctional RAGE-targeting ligand and bioactive CeNPs, T-CeNP can effectively cross the BBB, quench elevated reactive oxygen species, attenuate microglial activation, disrupt Aβ aggregation, and promote its clearance in an AD mouse model, thereby slowing the progression of AD.",4,4.3,10.1016/j.celbio.2025.100158,https://doi.org/10.1016/j.celbio.2025.100158
Lee26,Paeonol ameliorates scopolamine- and β-amyloid 1-42 oligomer-induced cognitive impairments through modulation of the TGR5-PKA-cAMP response element-binding-brain-derived neurotrophic factor pathway and inhibition of acetylcholinesterase.,Ye-won Lee; Ye Eun Cho; So-Yeon Kim; S. Cho; Su-Jung Lee; Y. Do; Na-Hyun Lee; Dong Hyun Kim; J. Ryu; Ho Jung Bae; Se Jin Park,2026,2026-05-20,Neurochemistry international,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder marked by cognitive decline, synaptic dysfunction, and cholinergic signaling deficits. Paeonol (2-hydroxy-4-methoxyacetophenone), a phenolic compound derived from Paeonia suffruticosa, has well-documented neuroprotective activity, but potential cognitive benefits and the underlying mechanisms have not been widely examined. Here, we investigated the potential of paeonol to improve cognitive function in scopolamine- and Aβ1-42 oligomer-induced mouse models of AD. Paeonol significantly improved the performance of both models in the Y-maze, novel object recognition, and passive avoidance tests, particularly at 10 mg/kg. Western blotting of excised brain tissue revealed that paeonol treatment reversed scopolamine- and Aβ1-42 oligomer-induced suppression of hippocampal PKA and cAMP response element-binding (CREB) phosphorylation and concomitantly enhanced brain-derived neurotrophic factor (BDNF) expression. Notably, paeonol also reversed scopolamine- and Aβ1-42-induced downregulation of Takeda G-protein-coupled receptor 5 (TGR5), an upstream regulator of the PKA-CREB-BDNF pathway, and molecular docking simulations predicted a possible paeonol-TGR5 interaction. Moreover, paeonol suppressed scopolamine-induced elevation of acetylcholinesterase activity with efficacy comparable to the clinical inhibitor donepezil. These findings support the potential of paeonol as a naturally sourced multitarget therapeutic agent for AD.",0,0.0,10.1016/j.neuint.2026.106188,https://doi.org/10.1016/j.neuint.2026.106188
Pes26,Programmable CAR immunotherapies for neurodegenerative proteinopathies.,Giulia Pesce; Marc Estivill-Alonso; Salvador Ventura,2026,2026-04-01,Trends in pharmacological sciences,"Abnormal protein aggregation and a dysregulated neuroimmune environment are defining features of many neurodegenerative disorders. In Alzheimer's disease, systemic monoclonal antibodies against amyloid-β provide proof of principle that immunotherapy can modify disease trajectory. However, clinical benefit is limited by low brain exposure, short-lived activity, the need for repeated dosing, and inflammation-linked toxicity. Building on transformative clinical success in oncology, chimeric antigen receptor (CAR) immunotherapies offer a complementary approach to address these limitations, combining the molecular precision of antibody-derived binders with the versatility and persistence of engineered immune cells. These technologies are being explored for central nervous system (CNS) proteinopathies, where they can couple the selective recognition of pathogenic proteoforms to immune programs that are compatible with the CNS's low tolerance for collateral inflammation. Here, we review CAR strategies for aggregate-selective targeting and explore how to incorporate tunable controls and safety mechanisms. Finally, we examine how distinct CAR-engineered effector cell types may modulate key processes in neurodegeneration, from aggregate clearance to immune rebalancing. Together, these advances define CAR design principles for durable, programmable, and targeted immunomodulation in neurodegenerative disease.",1,3.8,10.1016/j.tips.2026.02.009,https://doi.org/10.1016/j.tips.2026.02.009
Ber25,"Alzheimer Syndrome or Age-Related Dementia—History, Therapy and Prevention",F. Bermejo-Pareja; T. del Ser,2025,2025-10-31,Journal of Clinical Medicine,"This narrative review of Alzheimer’s disease (AD) history, therapy and prevention shows that its conceptualization has changed three times over 100 years. First, AD was a normative creation by Kraepelin in 1910 of a rare presenile dementia characterized by specific histological features. Second, during the 1970s, American neurologists, driven by sociological changes, merged presenile and senile dementias into an Alzheimer-type dementia with the universally accepted clinicopathological diagnostic criteria of McKhann. By the end of the 20th century, AD was divided into early-onset genetic (1%) and late-onset sporadic (99%) forms. In the 21st century, AD was redefined as a biological entity, using biological and neuroimaging markers of amyloid, tau and neurodegeneration, to better address research and clinical trials. This new nosology has been widely criticized, given the absence of curative therapy, the evidence of mixed pathology in most cases and the decline in the dementia/AD incidence in high-income countries. However, there are currently many drugs against AD in the pipeline; prevention appears as medical and social therapy. In summary, the ancient concept of age-related dementia has evolved into AD normative disorders over 100 years. Nowadays, AD requires a conceptual reassessment, although its medical paradigm remains. Awaiting pharmacological breakthroughs, dementia prevention seems the best practical approach.",1,1.5,10.3390/jcm14217752,https://doi.org/10.3390/jcm14217752
Ber25b,Risk reduction and precision prevention across the Alzheimer’s disease continuum: a systematic review of clinical trials combining multidomain lifestyle interventions and pharmacological or nutraceutical approaches,Erika Bereczki; F. Mangialasche; M. Barbera; Paola Padilla; Y. Hara; Howard M. Fillit; A. Solomon; M. Kivipelto,2025,2025-10-27,The Journal of Prevention of Alzheimer's Disease,"To effectively combat dementia onset and progression, lifestyle-based interventions targeting multiple risk factors and disease mechanisms through a multidomain approach - tailored and implemented early in the disease process - have emerged as promising. Electronic databases and relevant websites (clinicaltrials.gov, euclinicaltrials.eu, PubMed and EMBASE) were systematically searched for randomized controlled trials (RCTs) testing the combination of multidomain lifestyle and pharmacological interventions. Studies were included if 1) lifestyle intervention was multimodal (≥2 domains); 2) it was combined with drugs, supplements, or medical food; 3) the study population was within the Alzheimer’s disease (AD) and related dementias continuum, including cognitively normal individuals at-risk for dementia, people with subjective cognitive decline (SCD), mild cognitive impairment (MCI), or prodromal AD; 4) outcomes included cognitive or dementia-related measure(s), and 5) intervention lasted at least 6 months. Twelve combination RCTs were identified, incorporating 2 to 7 lifestyle domains (physical exercise, cognitive training, dietary guidance, social activities, sleep hygiene, cardiovascular/metabolic risk management, psychoeducation or stress management), combined with pharmacological components (e.g., Omega-3, Tramiprosate, vitamin D, BBH-1001, epigallocatechin gallate, Souvenaid, and metformin). Seven RCTs targeted participants with prodromal AD, MCI or early dementia, five focused on at risk individuals or SCD. Additionally, 2 studies adopted a precision medicine approach by enriching populations with APOE-ε4 carriers. Findings suggest that well-designed interventions - tailored to the right individuals, implemented at the optimal time - may effectively improve cognition. However, further refinement of the RCT methodology is warranted, for better alignment with the multifaceted nature of dementia prevention and management.",7,10.2,10.1016/j.tjpad.2025.100367,https://doi.org/10.1016/j.tjpad.2025.100367
Roa25,Multidomain therapy for Alzheimer’s disease: a scoping review of cognitive decline trials,Jared C. Roach; G. Glusman; M. Rapozo; David A. Merrill; Jennifer E. Bramen; J. Hodes; P. Siddarth; S. Meysami; S. H. Elhelou; R. Glatt; L. Edens; C. Funk; D. Kelly; W. Shankle; D. Bredesen; C. Raji; L. Hood,2025,2025-11-22,Molecular Neurodegeneration,"Alzheimer’s disease (AD) leading to cognitive decline and dementia results from the interplay of multiple interacting dysfunctional biological systems. These systems can be categorized by domain, such as inflammation, cardiovascular health, proteostasis, or metabolism. Specific causes of AD differ between individuals, but each individual is likely to have causes stemming from multiple domains. Personalized multidomain therapy has been proposed as a standard of care for AD. We sought to enumerate and describe prospective randomized controlled trials (RCTs) for multidomain interventions for AD, and to extract their inclusion criteria, trial design parameters (length, number of participants), and outcome measures. We sought to clarify gaps and opportunities in research and clinical translation. We conducted a scoping review using the standardized PRISMA-ScR methodological framework. We include all cohort studies and RCTs for multidomain (also known as multimodal, multicomponent, multidimensional, or multisystem) therapy of any stage of AD, published for all dates through July 28, 2025. There have been 23 studies (completed or reported as ongoing) of multidomain interventions for AD, including 19 RCTs. Of the 15 completed RCTs, 12 demonstrate benefit from their intervention in at least one arm. Although these RCTs differ widely in their parameters, the majority support the use of multidomain therapy, and show effect sizes greater than reported for unimodal therapies, including pharmaceuticals. Multidomain therapy should be the standard of care for AD. Multidomain interventions (also known as treatments) should be employed widely, early, and first-line. Treatment or prevention is likely to be most effective at early, presymptomatic stages, but is worthwhile at all stages of disease. In order to influence multiple domains, multiple modes of therapy are likely necessary in all patients. Some individual modes, such as particular lifestyle interventions, may target multiple domains. Nevertheless, most patients will benefit from multiple modes of intervention (multimodal intervention) that together target multiple domains. Standard-of-care guidelines should explicitly include multidomain interventions. Future clinical trials must be designed to iteratively improve multidomain therapies. Payors should embrace reimbursement for effective multidomain intervention, including personalized coaching.",1,1.6,10.1186/s13024-025-00912-2,https://doi.org/10.1186/s13024-025-00912-2
Sak25,"Multidomain interventions for prevention of dementia: Achievements, challenges and future perspectives",Takashi Sakurai; T. Sugimoto; H. Arai,2025,2025-06-17,Geriatrics & Gerontology International,"With the aging of the population, the number of persons with dementia is expected to increase worldwide, making the establishment of preventive strategies for dementia an urgent issue. Several modifiable risk factors for dementia are known, and multidomain interventions that simultaneously intervene in multiple risks are becoming mainstream. This review aimed to overview multidomain intervention trials reported to date and ongoing trials regarding current challenges and future goals. Five multidomain intervention trials were published between 2015 and 2019, including the Finnish Geriatric Intervention Study to Prevent Cognitive Impairment and Disability (FINGER), but consistent cognitive improvements were not evident. In the 2020s, seven of 10 trials reported the beneficial effects of multidomain interventions on cognitive outcomes in older adults. The other three trials failed to show significant cognitive improvement, partly due to the devastating impact of the coronavirus disease 2019 pandemic. Pre‐specified subanalysis showed improvements in dementia risk factors, such as physical inactivity and nutritional status. These results suggest that multidomain interventions can protect against cognitive decline in older adults at risk for dementia. The World‐Wide FINGERS Network was launched in 2017 to adapt and optimize findings to various geographic, cultural and economic settings, and to develop a global network of researchers working on preventing cognitive decline. Further development of the multidomain intervention is needed to enable social implementation considering the targets, delivery methods, scalability and cost‐effectiveness. Hopefully, in the future, dementia will be treated similarly to cardiovascular disease in terms of early detection and early intervention. Geriatr Gerontol Int 2025; 25: 1015–1034.",8,7.6,10.1111/ggi.70088,https://doi.org/10.1111/ggi.70088
Jun26,MULTIDOMAIN LIFESTYLE INTERVENTIONS FOR DEMENTIA PREVENTION: FROM MECHANISMS TO CLINICAL IMPLEMENTATION A NARRATIVE REVIEW,Tipatat Junhasavasdikul,2026,2026-03-31,International Journal of Advanced Research,"Background: Dementia represents one of the most pressing global health challenges of the 21st century, with over 55 million people currently affected and projections exceeding 150 million by 2050. Given the multifactorial etiology of late-onset dementia, interventions targeting multiple modifiable risk factors simultaneously have emerged as the most promising prevention strategy. The 2024 Lancet Commission on dementia identified 14 modifiable risk factors accounting for approximately 45% of global dementia cases, providing a strong rationale for multidomain approaches. Methods: We conducted a narrative review of the literature by searching PubMed, Web of Science, and Google Scholar databases using combinations of the following terms: multidomain intervention, dementia prevention, lifestyle intervention, cognitive decline, FINGER trial, modifiable risk factors, and neuroplasticity. We included randomized controlled trials, systematic reviews, meta-analyses, and observational studies published primarily between 2014 and 2025. Landmark trials and their subgroup analyses, biological mechanism studies, and global adaptation initiatives were prioritized. Reference lists of key articles were additionally hand-searched for relevant publications.",0,0.0,10.21474/ijar01/22982,https://doi.org/10.21474/ijar01/22982
Zha26b,The role of nutrition and multimodal lifestyle interventions in Alzheimer’s prevention and management: a mini-review,Hailong Zhang; Chenyang Liu; Xingxing Yuan; Hongna Yin,2026,2026-04-08,Frontiers in Nutrition,"Alzheimer’s disease (AD) is a progressive and currently incurable neurodegenerative disorder, which is driving a paradigm shift in research focus toward preventive and disease-modifying strategies. This mini-review synthesizes current evidence on dietary and lifestyle interventions for AD prevention and management from randomized controlled trials (RCTs) and observational studies. Current findings indicate that multidomain approaches, such as the Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diet and the Finnish Geriatric Intervention Study (FINGER) model, which integrate nutrition, physical activity, and cognitive training, consistently demonstrate efficacy in slowing cognitive decline and reducing brain atrophy in at-risk elderly populations. The evidence for specific nutritional supplements is mixed; however, certain combinations like omega-3 fatty acids paired with carotenoids, B vitamins (folate/B12), and probiotics show promise, particularly for improving memory and reducing inflammation. Intervention outcomes are significantly influenced by genetic factors, especially the APOE4 carrier status, which modulates nutrient metabolism and amyloid response, thereby underscoring the critical need for personalized approaches. Key targeted biological pathways include oxidative stress, phospholipid metabolism, and neuro-inflammation. Despite promising data, several limitations persist, such as inconsistent results, short trial durations, and a lack of standardized protocols. Future research must prioritize long-term, genetically stratified trials alongside mechanistic studies to validate efficacy, optimize personalization, and translate findings into clinically actionable, scalable guidelines for diverse populations.",0,0.0,10.3389/fnut.2026.1818913,https://doi.org/10.3389/fnut.2026.1818913
Su25,From Genes to Lifestyle: A Multi-Dimensional Framework for Alzheimer's Disease Prevention and Therapy.,Lining Su; Yanbing Wang,2025,2025-11-01,Ageing research reviews,"Alzheimer's disease (AD) is a complex neurodegenerative disorder driven by multilayered molecular and cellular mechanisms that cannot be fully elucidated through single-omics approaches. Consequently, large-scale multi-omics integration-encompassing transcriptomics, epigenomics (e.g., methylation), and genetic association studies (GWAS/eQTL/mQTL)-has uncovered critical genetic and epigenetic networks underlying disease risk and progression.Based on these integrative insights, this review emphasized several genes-including KLHL21, SCN2B, ZNF415, and PITRM1-as potential contributors to AD pathogenesis. Notably, single-cell and spatial transcriptomics analyses revealed specific enrichment of thesegenes in astrocytes, underscoring the pivotal role of this cell type in Aβ clearance, tau propagation, and neuroinflammation. Exercise interventions were shown to selectively modulate the expression of these genes, providing molecular support for the preventive and therapeutic potential of non-pharmacological lifestyle strategies. Drug repurposing analyses using DrugBank have identified promising therapeutic candidates, including FDA-approved agents (e.g., valproic acid, raloxifene, and clomipramine) and naturally derived compounds (e.g., quercetin and fisetin), which may modulate key AD-related pathways. Furthermore, emerging evidence of miRNA-gene regulatory networks suggested an additional layer of post-transcriptional control that may regulate responses to pathological stimuli. Collectively, these integrative insights advocated for a multidimensional precision medicine framework that spans genetic, cellular,network, and lifestyle levels of regulation. This shift from single-target therapeutics to an integrated ""gene-cell-network-lifestyle"" paradigm open new theoretical and translational avenues for delaying or mitigating AD progression.",1,1.5,10.1016/j.arr.2025.102947,https://doi.org/10.1016/j.arr.2025.102947
Ren25,Fecal Microbiota Transplantation in Alzheimer’s Disease: Mechanistic Insights Through the Microbiota–Gut–Brain Axis and Therapeutic Prospects,Jiayu Ren; Qinwen Wang; H. Hong; Chunlan Tang,2025,2025-08-01,Microorganisms,"Alzheimer’s disease (AD), a prevalent neurodegenerative disorder in the aging population, remains without definitive therapeutic solutions. Emerging insights into the gut microbiota (GM) and its bidirectional communication with the central nervous system(CNS) through the microbiota–gut–brain axis (MGBA) have unveiled potential correlative mechanisms that may contribute to AD pathogenesis, though causal evidence remains limited. Dysregulation of GM composition (dysbiosis) exacerbates AD progression via neuroinflammation, amyloid-β (Aβ) deposition, and tau hyperphosphorylation (p-tau), while restoring microbial homeostasis presents a promising therapeutic strategy. Fecal microbiota transplantation (FMT), a technique to reconstitute gut ecology by transferring processed fecal matter from healthy donors, has demonstrated efficacy in ameliorating cognitive deficits and neuropathology in AD animal models. Preclinical studies reveal that FMT reduces Aβ plaques, normalizes tau phosphorylation, suppresses inflammasome activation, and restores microglial homeostasis through modulation of microbial metabolites and immune pathways. Although clinical evidence remains limited to case reports and small-scale trials showing potential therapeutic effect, safety concerns regarding long-term effects and protocol standardization necessitate further investigation. This review synthesizes current knowledge on GM–AD interactions, evaluates FMT’s mechanistic potential, and discusses challenges in translating this ancient practice into a cutting-edge AD therapy. Rigorous randomized controlled trials and personalized microbiota-based interventions are imperative to advance FMT from bench to bedside.",9,9.7,10.3390/microorganisms13081956,https://doi.org/10.3390/microorganisms13081956
Zou25,Fecal Microbiota Transplantation for Alzheimer’s Disease: a Review of Current Evidence and Future Perspectives,Zhiyan Zou; Yuan Yin; Boyi Liao; Zhou Lu; Mouxiao Su; Xiaoan Li,2025,2025-08-14,Current Clinical Microbiology Reports,,0,0.0,10.1007/s40588-025-00244-1,https://doi.org/10.1007/s40588-025-00244-1
Bas25,Bridging the gap in the management of Alzheimer's disease using fecal microbiota transplantation.,Bushra Bashir; Monica Gulati; Sukriti Vishwas; Md Sadique Hussain; Gaurav Gupta; Puneet Kumar; Poonam Negi; Neeraj Mittal; Kamal Dua; S. Singh,2025,2025-10-31,Molecular and cellular neurosciences,"Alzheimer's disease (AD) is a neurodegenerative disease that greatly impairs the health status of human beings and creates significant burdens on individuals, families, and society. AD is characterized by the buildup of pathological proteins and glial cell dysregulated activity. Additional hallmark features include oxidative stress, neuroinflammation, impaired autophagy, cellular senescence, mitochondrial dysfunction, epigenetic alterations, reduced neurogenesis, increased blood-brain barrier permeability, and age-inappropriate intestinal dysbiosis. There is significant evidence that shows that microbiota in the gut affects the development and progression of AD. As a result, gut microbiota modulation has been identified as a new method of clinical management of AD, and more and more efforts have been devoted to identifying new methodologies for its prevention and treatment. This paper will discuss the role of gut microbiome in the etiopathogenesis of AD and consider the possibilities of fecal microbiota extract (FME) supplementation, commonly referred to as fecal microbiota transplantation (FMT). It is both a prophylactic and curative approach. The FMT therapy is grounded on the premise that anti-inflammatory effects, modifications of amyloid β, improved synaptic plasticity, short-chain fatty acids, and histone acetylation are the principles behind the enhancement of AD. The current review will present an overview of the linkage between FMT and AD as well. It further examines and evaluates the effects of FMT on aging-based mechanisms that support the development of AD. It also provides a broad description of the recent clinical and preclinical evidence on the application of FMT to AD.",2,3.0,10.1016/j.mcn.2025.104052,https://doi.org/10.1016/j.mcn.2025.104052
Nad25,Gut Dysbiosis in Alzheimer’s Disease Pathogenesis and Therapeutic Implications,I. Nadeem,2025,,Premier Journal of Neuroscience,"Alzheimer’s disease (AD) is a type of neurodegenerative disease that is characterized by cognitive decline, memory loss, and the deposition of amyloid plaques and tau tangles in the brain. Although the pathogenesis of AD has traditionally been connected to genetic, environmental, and neurobiological factors, the role of the gut microbiota in AD progression remains unclear. Dysregulation of gut microbiota—dysbiosis—may lead to imbalances in microbial diversity and metabolite production, which directly affect the development and progression of AD. This study reviews the relationship between gut dysbiosis and AD, focusing on therapeutic interventions targeting gut microbiota, including prebiotics, probiotics, and fecal microbiota transplantation. We discuss the novel mechanisms by which microbial metabolites, immune activation, and gut-derived signals can exacerbate AD symptoms. Additionally, we highlight the theoretical potential of microbiome editing using CRISPR-Cas9 as a future novel approach to address dysbiosis in AD. By advancing the understanding of the role of dysbiosis in AD, this review proposes a research direction to address existing gaps and facilitate the development of microbiome-based therapeutic strategies.",0,0.0,10.70389/pjn.100007,https://doi.org/10.70389/pjn.100007
Kom25,Advancements in nose-to-brain drug targeting for Alzheimer’s disease: a review of nanocarriers and clinical insights,Kumari Komal; Rashmi Ghosh; Debayan Sil; Rohit Sharma; Sourabh Kumar; Prachi Pandey; Manish Kumar,2025,2025-01-07,Inflammopharmacology,,6,4.0,10.1007/s10787-024-01636-3,https://doi.org/10.1007/s10787-024-01636-3
Li25,Brain-targeted intranasal delivery of biologics: a perspective for Alzheimer’s disease treatment,Huan Li; Xinai Shen; Beiyu Zhang; Yunan Li; Cameron Alexander; P. Harvey; Zheying Zhu,2025,,RSC Pharmaceutics,"Alzheimer’s disease (AD) presents significant clinical challenges due to its complex pathology and the limitations of traditional drug delivery routes, which often fail to transport therapeutic agents effectively across the...",9,9.0,10.1039/d5pm00148j,https://doi.org/10.1039/d5pm00148j
Maj25,Advanced intranasal peptide delivery systems for improved management of Alzheimer's disease.,Ankit Majie; Varnita Karmakar; Arya Ghosh; Snigdha Chakraborty; Apurva; B. Layek; B. Gorain,2025,2025-08-01,Biomaterials advances,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder that leads to cognitive decline, memory loss, and impairment in daily functioning, making up nearly 60 % of all dementia cases. Current treatments primarily manage symptoms rather than address the disease itself, underscoring the need for more effective solutions. Therapeutic peptides have emerged as promising candidates, targeting critical pathological processes in AD. Additionally, intranasal delivery offers significant advantages, including non-invasiveness, enhanced stability, rapid absorption, and the ability to bypass the blood-brain barrier. This review explores the potential of intranasal peptide delivery for AD treatment, beginning with an overview of the disease's mechanisms and existing therapies. We discuss the challenges of targeting the brain, examine nose-to-brain delivery pathways, and highlight recent advancements in delivery techniques, including the role of nanoparticles in improving efficacy. Our goal is to encourage further research into these innovative delivery strategies that could improve patient compliance and treatment outcomes. While preclinical studies indicate substantial promise, advancing these findings into clinical applications remains crucial to overcoming drug delivery challenges and ensuring long-term safety.",6,6.5,10.1016/j.bioadv.2025.214474,https://doi.org/10.1016/j.bioadv.2025.214474
Sin26,Nose-to-Brain Drug Delivery Strategies for Alzheimer’s Disease: Advancing Therapeutic Efficacy and Patient Outcomes,Jeewanjot Singh; Subhi Sharma; Ramandeep Singh; Prabhjot Singh,2026,2026-06-09,Neuroscience Research and Clinical Practice,"Alzheimer’s disease (AD) is a progressive neurodegenerative disease characterised by memory disabilities, cognitive impairment, and dysfunction of neurons that can be attributed to the deposition of amyloid-β plaques and hyperphosphorylated tau protein buildup. Those pharmacotherapies available, namely donepezil, rivastigmine, galantamine, and memantine, are symptomatic and limited by a lack of optimal blood-brain barrier permeability. Constituting a non-invasive modality, nose-to-brain drug delivery represents an effective and promising alternative that avoids the BBB of drugs through the method of olfactory and trigeminal nerve routes to it, which allows the direct delivery of therapeutic agents into the central nervous system. The rationale of this method is as follows: the bioavailability of the brain is stimulated, preventing additional harm to the body, and increasing patient compliance. Scientific methods like nanoparticles, liposomes, micelles, hydrogels and mucoadhesive carriers also improve the stability of drugs, retention and controlled release further. The preclinical and early clinical trials have shown that intranasal delivery of molecules such as insulin, curcumin-loaded nanoparticles, and donepezil has the potential to enhance and improve cognition, reduce amyloid burden and provide neuroprotection. However, there still exist translational barriers, which include long-term safety, scalability, cost and approval to use chronically, intranasally. Individual differences that are genotype-dependent, especially in the case of APOEε4 carriers, point to the need for personalised treatment paradigms. The research in the future must focus on large-scale, stratified clinical randomised trials, systematic assessment of chronic safety, and adoption of digital tools for adherence. Altogether, nose-to-brain drug delivery is a revolutionary way of clinical AD therapy as it provides a patient-centered, efficient, and focused approach to enhance the therapeutic effect and improve the quality of life of sufferers.
 ",0,0.0,10.64229/cztyf245,https://doi.org/10.64229/cztyf245
M25,Nose-To-Brain Targeted Drug Delivery: Impact of Nanoparticles in Alzheimer's Disease Treatment,Aswathi P M Aswathi P M; Luciya Shaju P Luciya Shaju P; Prof.Junise V Prof.Junise V,2025,2025-05-01,International Journal of Pharmaceutical Research and Applications,"Alzheimer's disease is a chronic,
progressive neurological disorder that is the most
common type of dementia linked with memory
loss. The Blood-Brain Barrier restricts traditional
brain drug delivery. To achieve the desired
therapeutic effect, an optimal target was chosen
where the drugs are not subjected to systemic
circulation. For this purpose, several intrusive and
non-intrusive approaches have been examined.
Among these, drug delivery from the nasal to the
brain via the olfactory and trigeminal nerve system
was regarded as the most efficient. Additionally,
drug formulation into nanoparticles allows for brain
targeting, in addition to controlled release. Nano
medicines have attracted immense attention
because they can increase drug bioavailability,
shorten absorption time, and increase solubility in
blood. This review examines the intriguing realm
of nanoparticles, which enhance the delivery of
drugs from the nose to the brain for the treatment of
Alzheimer's disease. The coming years will see the
enhancement of human well-being with the
inclusion of increasingly advanced methods in drug
delivery systems",0,0.0,10.35629/4494-1005537543,https://doi.org/10.35629/4494-1005537543
Gra25,Digital Biomarkers in Early Alzheimer's Disease from Wearables or Portables: A Scoping Review,M. H. Gramkow; H. Gleerup; A. Simonsen; Gunhild Waldemar; K. Frederiksen,2025,2025-12-01,Alzheimer's & Dementia,"Abstract Background Alzheimer's disease (AD) poses significant challenges to healthcare systems, especially with the emergence of disease‐modifying treatments which is expected to increase referrals to memory clinics. The pursuit of accurate biomarkers for early detection and disease management has driven growing interest in digital biomarkers—quantifiable measures obtained through digital health technologies (DHTs). There is limited synthesis of knowledge regarding methods, applications, and gaps in digital biomarker research for AD. This scoping review aims to map the research landscape of digital biomarkers in the early AD population obtained with wearables or portables. Method Eligible studies included original research on portable or wearable DHTs assessing non‐cognitive digital biomarkers in adults with early AD (mild cognitive impairment (MCI) or mild dementia) according to established diagnostic criteria. Three databases (MEDLINE, Web of Science, and EMBASE) were searched using a wide search strategy. Screening was conducted using Covidence software, with independent review and data extraction by two review team members. Result After de‐duplication, 8893 references were screened for titles and abstracts and 433 for full‐text, resulting in 109 studies that were included in the review. The studies described a wide variety of wearable/portable obtained digital biomarkers in a population of 3462 individuals with MCI due to AD (54.6 % female, weighted mean age 74 years), and 3387 individuals with mild AD (48 % female, mean age 73 years). Most studies described results on rest/activity (39 %), speech (17 %) and graphomotor function (12 %), with most studies focusing on one biomarker domain (Figure 1). Only few studies reported outcomes associated with diagnosis (16 %) and prognosis (3 %), and only one study reported on digital biomarkers for the assessment of treatment monitoring. Conclusion We identified a growing source of studies investigating digital biomarkers in early AD, the only population considered eligible for anti‐amyloid therapy. There was a paucity of studies examining the diagnostic and prognostic usefulness of digital biomarkers, which remains a knowledge gap in this population. Our study provides an overview to guide future research efforts to bridge the gap between development and clinical application of novel digital biomarkers in early Alzheimer's disease.",0,0.0,10.1002/alz70856_102566,https://doi.org/10.1002/alz70856_102566
